"Message ID";"Date";"Author";"Subject";"Type";"Category";"Start";"Stop";"Run no";"ConfigID";"Device";"Data Quality";"RegName";"RegVal";"Text"
401;Thu  07 Jul 2022 20:18:10 +0000;"Yannik Buch";"Config change angular 50 degrees";"ConfigID";;"07/07/2022 22:18";;;"32";"W5R18";;;;"Rotation offset 50degrees. TJ chip facing towards hameg in -x direction. Changed position of DUT 3mm in +x to be keep some beam spot

Config ID:31
Beam Energy:4
Collimator:5*5
Telescope Config File:geoid31.geo

Geometry:
plane z
===============
MIM26 0 =0
MIM26 1 =3,5cm
MIM26 2 =7cm
TJMP2 3 =13,6cm
MIM26 4 =21,2cm
MIM26 5 =24,6cm
FEI4 6 = -
MIM26 7 =28,0cm

TJ Monopix2:
x =43.5
y =210
phi = -54.0006
type = epi
thickness = 300um"
400;Thu  07 Jul 2022 20:10:14 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Anaylsis";"generic analysis";"2022/07/07 22:10 CET";;"363";;;;;
399;Thu  07 Jul 2022 20:08:47 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Anaylsis";"generic analysis";"2022/07/07 22:08 CET";;"362";;;;;
398;Thu  07 Jul 2022 20:07:20 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Anaylsis";"generic analysis";"2022/07/07 22:07 CET";;"361";;;;;
397;Thu  07 Jul 2022 20:05:52 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Anaylsis";"generic analysis";"2022/07/07 22:05 CET";;"360";;;;;
396;Thu  07 Jul 2022 20:04:23 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Anaylsis";"generic analysis";"2022/07/07 22:04 CET";;"359";;;;;
395;Thu  07 Jul 2022 20:02:38 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Anaylsis";"generic analysis";"2022/07/07 22:02 CET";;"358";;;;;
394;Thu  07 Jul 2022 19:58:43 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Beam";"2022/07/07 21:37 CET";"2022/07/07 21:58 CET";"463";"31";"W5R18";;;;"Patrick settings: rotational beam run. 40 degrees 
eudaq_scan with W5R18 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220707_213732_eudaq_scan.h5 
mpx2_run463_220707213744.raw"
393;Thu  07 Jul 2022 19:39:08 +0000;"Yannik Buch";"eudaq errors: conversion raw --> std event";"General";;;;;"31";"W5R18";;;;"Seeing this error pop up since the rotational/angular scans. The error message is then in mpw3 online monitor.
Monopix events are counting up though. My interpretation is that monopix events might be empty as we rotated out of the beam spot
eudaq errors: conversion raw --> std event"
392;Thu  07 Jul 2022 19:36:34 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Beam";"2022/07/07 21:34 CET";"2022/07/07 21:36 CET";"462";"31";"W5R18";"bad";;;"Stopped after one minute after only receiving eudaq errors: conversion raw --> std event seen in bernhards online monitor
Patrick settings: rotational beam run. 40 degrees 
eudaq_scan with W5R18 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220707_213442_eudaq_scan.h5 
mpx2_run462_220707213453.raw"
391;Thu  07 Jul 2022 19:32:36 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Beam";"2022/07/07 21:12 CET";"2022/07/07 21:32 CET";"461";"31";"W5R18";;;;"Default settings: rotaitional beam run. 40 degrees 
eudaq_scan with W5R18 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220707_211224_eudaq_scan.h5 
mpx2_run461_220707211236.raw"
390;Thu  07 Jul 2022 19:23:16 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Anaylsis";"generic analysis";"2022/07/07 21:23 CET";;"357";;;;;
389;Thu  07 Jul 2022 19:20:53 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Anaylsis";"generic analysis";"2022/07/07 21:20 CET";;"356";;;;;
388;Thu  07 Jul 2022 19:14:22 +0000;"Yannik Buch";"Config change angular 40 degrees";"ConfigID";;"07/07/2022 21:15";;;"31";"W5R18";;;;"Rotation offset 40degrees. TJ chip facing towards hameg in -x direction

Config ID:31
Beam Energy:4
Collimator:5*5
Telescope Config File:geoid31.geo

Geometry:
plane z
===============
MIM26 0 =0
MIM26 1 =3,5cm
MIM26 2 =7cm
TJMP2 3 =12,4cm
MIM26 4 =19,0cm
MIM26 5 =22,4cm
FEI4 6 = -
MIM26 7 =25,8cm

TJ Monopix2:
x =46.5
y =210
phi = -44.0006
type = epi
thickness = 300um"
387;Thu  07 Jul 2022 19:01:25 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Beam";"2022/07/07 20:41 CET";"2022/07/07 21:01 CET";"460";"30";"W5R18";;;;"Default settings: rotaitional beam run. 30 degrees 
eudaq_scan with W5R18 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220707_204111_eudaq_scan.h5 
mpx2_run460_220707204123.raw"
386;Thu  07 Jul 2022 18:40:12 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Beam";"2022/07/07 20:18 CET";"2022/07/07 20:40 CET";"459";"30";"W5R18";;;;"Patrick settings: rotaitional beam run. 30 degrees 
eudaq_scan with W5R18 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220707_201831_eudaq_scan.h5 
mpx2_run459_220707201843.raw"
385;Thu  07 Jul 2022 17:44:24 +0000;"Marike Schwickardi";"Config change angular 30°";"ConfigID";;"07/07/2022 19:48";;;"30";"W5R18";;;;"Rotation offset 30degrees. TJ chip facing towards hameg in -x direction

Config ID:30
Beam Energy:4
Collimator:5*5
Telescope Config File:geoid30.geo

Geometry:
plane z
===============
MIM26 0 =0
MIM26 1 =3,5cm
MIM26 2 =7cm
TJMP2 3 =11,6cm
MIM26 4 =16,8cm
MIM26 5 =20,2cm
FEI4 6 = -
MIM26 7 =23,6cm

TJ Monopix2:
x =46.5
y =210
phi = -34.0006
type = epi
thickness = 300um"
384;Thu  07 Jul 2022 17:33:38 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Beam";"2022/07/07 18:58 CET";"2022/07/07 19:33 CET";"456";"29";"W5R18";;;;"Patrick settings: rotaitional beam run. 20 degrees 
eudaq_scan with W5R18 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220707_185854_eudaq_scan.h5 
mpx2_run456_220707185906.raw"
383;Thu  07 Jul 2022 16:57:53 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Beam";"2022/07/07 18:37 CET";"2022/07/07 18:57 CET";"455";"29";"W5R18";;;;"Default settings: angular scan 20 degrees 
eudaq_scan with W5R18 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220707_183747_eudaq_scan.h5 
mpx2_run455_220707183759.raw"
382;Thu  07 Jul 2022 16:38:04 +0000;"Qingyuan LIU";"Config change angular 20 degrees";"ConfigID";;"07/07/2022 18:39";;;"29";"W5R18";;;;"Rotation offset 20degrees. TJ chip facing towards hameg in -x direction

Config ID:29
Beam Energy:4
Collimator:5*5
Telescope Config File:geoid29.geo

Geometry:
plane z
===============
MIM26 0 =0
MIM26 1 =3,5cm
MIM26 2 =7cm
TJMP2 3 =11,1cm
MIM26 4 =14,4cm
MIM26 5 =17,8cm
FEI4 6 = -
MIM26 7 =21,2cm

TJ Monopix2:
x =46.5
y =210
phi = -24.0006
type = epi
thickness = 300um
thickness = 300um"
381;Thu  07 Jul 2022 16:20:40 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Beam";"2022/07/07 17:59 CET";"2022/07/07 18:20 CET";"454";"28";"W5R18";;;;"Default settings: angular scan 10 degrees 
eudaq_scan with W5R18 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220707_175926_eudaq_scan.h5 
mpx2_run454_220707175938.raw"
380;Thu  07 Jul 2022 15:57:01 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Beam";"2022/07/07 17:35 CET";"2022/07/07 17:57 CET";"453";"28";"W5R18";;;;"Patrick settings: rotaitional beam run. 10 degrees 
eudaq_scan with W5R18 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220707_173548_eudaq_scan.h5 
mpx2_run453_220707173600.raw"
379;Thu  07 Jul 2022 15:43:39 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Anaylsis";"generic analysis";"2022/07/07 17:43 CET";;"452";;;;;
378;Thu  07 Jul 2022 15:41:43 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Anaylsis";"generic analysis";"2022/07/07 17:41 CET";;"451";;;;;
377;Thu  07 Jul 2022 15:39:14 +0000;"Benjamin Schwenker";"Psub Pwell scan analysis for W5R18";"General";"generic analysis";;;;;;;;;"
Psub/Pwell scan analysis. Dependence of Psub/Pwell on efficiency and cluster size, cluster charge and residuals. "
376;Thu  07 Jul 2022 15:34:32 +0000;"Marike Schwickardi";"Config change rotation 10 degrees";"ConfigID";;;;;"28";"W5R18";;;;"Config ID:28
Beam Energy:4
Collimator:5*5
Telescope Config File:geoid28.geo

Geometry:
plane z
===============
MIM26 0 =0
MIM26 1 =3,5cm
MIM26 2 =7cm
TJMP2 3 =10,2cm
MIM26 4 =12,8cm
MIM26 5 =16,2cm
FEI4 6 = -
MIM26 7 =19,6cm

TJ Monopix2:
x =46.5
y =210
phi = -14.0006
type = epi
thickness = 300um"
375;Thu  07 Jul 2022 15:18:54 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Beam";"2022/07/07 16:13 CET";"2022/07/07 17:18 CET";"452";"27";"W5R18";;;;"Patrick settings: statistics run HR with telescope data 
eudaq_scan with W5R18 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220707_161339_eudaq_scan.h5 
mpx2_run452_220707161350.raw"
374;Thu  07 Jul 2022 14:11:52 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Beam";"2022/07/07 15:11 CET";"2022/07/07 16:11 CET";"451";"27";"W5R18";;;;"Default settings: High Row run 
eudaq_scan with W5R18 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220707_151145_eudaq_scan.h5 
mpx2_run451_220707151158.raw"
373;Thu  07 Jul 2022 13:20:05 +0000;"Qingyuan LIU";"Psub Pwell scan analysis with corry output";"General";"generic analysis";;;;;"W5R18";;;;"Data points summarized below:

Efficiency vs PSUB/PWELL Voltage [V]
  Scan	  Measured	  ErrorLow	  ErrorHigh
   0.8	  0.9729	  0.0014	  0.0013
   1.0	  0.9816	  0.0006	  0.0006
   1.8	  0.9881	  0.0005	  0.0005
   2.0	  0.9895	  0.0005	  0.0004
   3.0	  0.9909	  0.0004	  0.0004
   4.0	  0.9912	  0.0004	  0.0004
  Scan	  Measured	  ErrorLow	  ErrorHigh
   0.8	  0.9785	  0.0015	  0.0014
   1.0	  0.9834	  0.0007	  0.0006
   1.8	  0.9896	  0.0006	  0.0005
   2.0	  0.9905	  0.0005	  0.0005
   3.0	  0.9912	  0.0005	  0.0005
   4.0	  0.9911	  0.0005	  0.0005
Info in <TCanvas::Print>: pdf file ./summary_plots.pdf has been created using the current canvas
Efficiency (FE) vs PSUB/PWELL Voltage [V]
  Scan	  Measured	  ErrorLow	  ErrorHigh
   0.8	  0.9847	  0.0013	  0.0012
   1.0	  0.9919	  0.0005	  0.0005
   1.8	  0.9971	  0.0003	  0.0003
   2.0	  0.9979	  0.0003	  0.0002
   3.0	  0.9989	  0.0002	  0.0002
   4.0	  0.9996	  0.0001	  0.0001
  Scan	  Measured	  ErrorLow	  ErrorHigh
   0.8	  0.9712	  0.0026	  0.0024
   1.0	  0.9824	  0.0010	  0.0010
   1.8	  0.9917	  0.0008	  0.0007
   2.0	  0.9939	  0.0007	  0.0006
   3.0	  0.9958	  0.0005	  0.0005
   4.0	  0.9972	  0.0005	  0.0004
  Scan	  Measured	  ErrorLow	  ErrorHigh
   0.8	  0.0000	  0.0000	  0.0461
   1.0	  0.0000	  0.0000	  0.0154
   1.8	  0.0000	  0.0000	  0.0166
   2.0	  0.0000	  0.0000	  0.0182
   3.0	  0.0000	  0.0000	  0.0151
   4.0	  0.0000	  0.0000	  0.0166
  Scan	  Measured	  ErrorLo"
372;Thu  07 Jul 2022 13:09:03 +0000;"Marike Schwickardi";"Config change: High row settings";"ConfigID";"other";;;"451";"27";;;;;"Moved to high row

Telescope alignment can be inherited from geo26

Config ID: 27
Beam Energy:4
Collimator:5*5
Telescope Config File:geoid27.geo


Geometry:
plane z
===============
MIM26 0 =0
MIM26 1 =3,5cm
MIM26 2 =7cm
TJMP2 3 =9,85cm
MIM26 4 =11,8cm
MIM26 5 =15,2cm
FEI4 6 = -
MIM26 7 =18,6cm

TJ Monopix2:
x =46.5
y =210
phi = -4.0006"
371;Thu  07 Jul 2022 12:54:01 +0000;"Marike Schwickardi";"s-curve default FE normal/FE CASC normal 3V ITHR sweep";"TJ-Scan";"S-curve-Scan";;;;;"W5R18";;"ITHR";"84";"file: 20220707_145538_threshold_scan"
370;Thu  07 Jul 2022 12:50:03 +0000;"Marike Schwickardi";"s-curve default FE normal/FE CASC normal 3V ITHR sweep";"TJ-Scan";"S-curve-Scan";;;;;"W5R18";"bad";"ITHR";"74";"FILE: 20220707_145041_threshold_scan_interpreted.h5
Scan crashed after s-curve "
369;Thu  07 Jul 2022 12:48:34 +0000;"Marike Schwickardi";"s-curve default FE normal/FE CASC normal 3V ITHR sweep";"TJ-Scan";"S-curve-Scan";;;;;"W5R18";"bad";"ITHR";"64";"20220707_144922_threshold_scan_interpreted.h5
broken file"
368;Thu  07 Jul 2022 12:44:38 +0000;"Marike Schwickardi";"s-curve default FE normal/FE CASC normal 3V ITHR sweep";"TJ-Scan";"VoltageScan";;;;;;;"ITHR";"54";"file: 20220707_144401_threshold_scan_interpreted.h5"
367;Thu  07 Jul 2022 12:41:57 +0000;"Marike Schwickardi";"s-curve default FE normal/FE CASC normal 3V ITHR sweep";"TJ-Scan";"S-curve-Scan";;;;;"W5R18";;"ITHR";"44";"20220707_143852_threshold_scan.h5"
366;Thu  07 Jul 2022 12:24:17 +0000;"Marike Schwickardi";"s-curve improved FE normal/FE CASC normal 3V";;;;;;;;;;;"file: 20220707_141419_threshold_scan_interpreted.h5

#chip register config
IBIAS = 100  # custom
ITHR = 50


# these are default values:
ICASN = 0
IDB = 100
ITUNE = 53
VRESET = 143
VCASP = 93
VCASC = 228"
365;Thu  07 Jul 2022 12:12:37 +0000;"Marike Schwickardi";"s-curve default FE normal/FE CASC normal 0.625V";"TJ-Scan";"S-curve-Scan";;;;;"W5R18";;;;"file: 20220707_140346_threshold_scan_interpreted.h5

No hits anymore for this voltage in injection scans"
364;Thu  07 Jul 2022 12:00:13 +0000;"Marike Schwickardi";"s-curve default FE normal/FE CASC normal 0.75V";"TJ-Scan";"S-curve-Scan";"07/07/2022 13:55";;;;"W5R18";;;;"file: 20220707_135438_threshold_scan_interpreted.h5"
363;Thu  07 Jul 2022 11:30:59 +0000;"Yannik Buch";"s-curve FE normal/FE CASC normal 3V";"TJ-Scan";"S-curve-Scan";"07/07/2022 13:31";;;"26";"W5R18";;;
362;Thu  07 Jul 2022 11:25:43 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/07 13:21 CET";"2022/07/07 13:25 CET";"450";"26";"W5R18";;"IDB";"105";"Default settings: register scan 
eudaq_scan with W5R18 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220707_132111_eudaq_scan.h5 
mpx2_run450_220707132514.raw"
361;Thu  07 Jul 2022 11:20:51 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/07 13:15 CET";"2022/07/07 13:20 CET";"449";"26";"W5R18";;"IDB";"100";"Default settings: register scan 
eudaq_scan with W5R18 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220707_131535_eudaq_scan.h5 
mpx2_run449_220707132049.raw"
360;Thu  07 Jul 2022 11:15:13 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/07 13:09 CET";"2022/07/07 13:15 CET";"448";"26";"W5R18";;"IDB";"95";"Default settings: register scan 
eudaq_scan with W5R18 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220707_130956_eudaq_scan.h5 
mpx2_run448_220707131512.raw"
359;Thu  07 Jul 2022 11:09:34 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/07 13:04 CET";"2022/07/07 13:09 CET";"447";"26";"W5R18";;"IDB";"90";"Default settings: register scan 
eudaq_scan with W5R18 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220707_130416_eudaq_scan.h5 
mpx2_run447_220707130933.raw"
358;Thu  07 Jul 2022 10:43:06 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/07 12:37 CET";"2022/07/07 12:43 CET";"446";"26";"W5R18";;"VRESET";"160";"Default settings: register scan 
eudaq_scan with W5R18 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220707_123750_eudaq_scan.h5 
mpx2_run446_220707124247.raw"
357;Thu  07 Jul 2022 10:37:30 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/07 12:32 CET";"2022/07/07 12:37 CET";"445";"26";"W5R18";;"VRESET";"140";"Default settings: register scan 
eudaq_scan with W5R18 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220707_123213_eudaq_scan.h5 
mpx2_run445_220707123508.raw"
356;Thu  07 Jul 2022 10:31:52 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/07 12:26 CET";"2022/07/07 12:31 CET";"444";"26";"W5R18";;"VRESET";"120";"Default settings: register scan 
eudaq_scan with W5R18 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220707_122635_eudaq_scan.h5 
mpx2_run444_220707122932.raw"
355;Thu  07 Jul 2022 10:26:13 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/07 12:20 CET";"2022/07/07 12:26 CET";"443";"26";"W5R18";;"VRESET";"100";"Default settings: register scan 
eudaq_scan with W5R18 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220707_122057_eudaq_scan.h5 
mpx2_run443_220707122142.raw"
354;Thu  07 Jul 2022 10:20:34 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/07 12:15 CET";"2022/07/07 12:20 CET";"442";"26";"W5R18";;"VRESET";"80";"Default settings: register scan 
eudaq_scan with W5R18 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220707_121518_eudaq_scan.h5 
mpx2_run442_220707121529.raw"
353;Thu  07 Jul 2022 10:14:56 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/07 12:09 CET";"2022/07/07 12:14 CET";"441";"26";"W5R18";;"ITHR";"84";"Default settings: register scan 
eudaq_scan with W5R18 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220707_120940_eudaq_scan.h5 
mpx2_run441_220707120952.raw"
352;Thu  07 Jul 2022 10:09:17 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/07 12:04 CET";"2022/07/07 12:09 CET";"440";"26";"W5R18";;"ITHR";"74";"Default settings: register scan 
eudaq_scan with W5R18 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220707_120401_eudaq_scan.h5 
mpx2_run440_220707120412.raw"
351;Thu  07 Jul 2022 10:03:40 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/07 11:58 CET";"2022/07/07 12:03 CET";"439";"26";"W5R18";;"ITHR";"64";"Default settings: register scan 
eudaq_scan with W5R18 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220707_115823_eudaq_scan.h5 
mpx2_run439_220707115835.raw"
350;Thu  07 Jul 2022 09:58:01 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/07 11:52 CET";"2022/07/07 11:58 CET";"438";"26";"W5R18";;"ITHR";"54";"Default settings: register scan 
eudaq_scan with W5R18 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220707_115245_eudaq_scan.h5 
mpx2_run438_220707115257.raw"
349;Thu  07 Jul 2022 09:52:22 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"Scan";"2022/07/07 11:47 CET";"2022/07/07 11:52 CET";"437";"26";"W5R18";;"ITHR";"44";"Default settings: register scan 
eudaq_scan with W5R18 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220707_114706_eudaq_scan.h5 
mpx2_run437_220707114718.raw"
348;Thu  07 Jul 2022 09:47:54 +0000;"Yannik Buch";"Operating CPPM chip at low bias voltages";"General";;;;;;;;;;"Interesting observation:

When lowering the PSUB/PWELL Voltage, the efficiency drops slightly but not very much up to 0.75 V.
At 0.625 V, we do not see any hits. Wen operating at 0.688V, we see hits first (quite many, analysis is pending) but at some point in time, the chips just stops sending data at all (zero hits).

This looks very much like the chip freezes, I don't think this is a drift effect because the edge from many hits per event to zero is from one moment to the other.

We did observe that the chip stops sending data when the registers are set completely wrong, and needs a power cycle to send data again (some digital thing appearently) so it might be the same here "
347;Thu  07 Jul 2022 09:40:46 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"VoltageScan";"2022/07/07 11:36 CET";"2022/07/07 11:40 CET";"436";"26";"W5R18";"unknown";"PSUB/PWELL";"0.688";"At first we got hits, but tat some point the chip stopped sending data
Appearently this explains why we got zero hits for 0.5V PSUB/PWELL

Default settings: Voltage scan, Low row, manual voltage scan 
eudaq_scan with W5R18 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220707_113620_eudaq_scan.h5 
mpx2_run436_220707113632.raw"
346;Thu  07 Jul 2022 09:34:06 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"VoltageScan";"2022/07/07 11:30 CET";"2022/07/07 11:34 CET";"435";"26";"W5R18";"unknown";"PSUB/PWELL";"0.688";"At first we got hits, but tat some point the chip stopped sending data

Appearently this explains why we got zero hits for 0.5V PSUB/PWELL


Default settings: Voltage scan, Low row, manual voltage scan 
eudaq_scan with W5R18 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220707_113000_eudaq_scan.h5 
mpx2_run435_220707113011.raw

(Errors trigger numbers not incrementing by one)"
345;Thu  07 Jul 2022 09:28:45 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"VoltageScan";"2022/07/07 11:27 CET";"2022/07/07 11:28 CET";"434";"26";"W5R18";;"PSUB/PWELL";"0.625";"Default settings: Voltage scan, Low row, manual voltage scan 
eudaq_scan with W5R18 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220707_112719_eudaq_scan.h5 
mpx2_run434_220707112731.raw"
344;Thu  07 Jul 2022 09:26:58 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"VoltageScan";"2022/07/07 11:07 CET";"2022/07/07 11:26 CET";"433";"26";"W5R18";;"PSUB/PWELL";"0.75";"Default settings: Voltage scan, Low row, manual voltage scan 
eudaq_scan with W5R18 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220707_110725_eudaq_scan.h5 
mpx2_run433_220707110737.raw"
343;Thu  07 Jul 2022 09:17:45 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Anaylsis";"generic analysis";"2022/07/07 11:17 CET";;"433";;;;;
342;Thu  07 Jul 2022 09:12:06 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Anaylsis";"generic analysis";"2022/07/07 11:12 CET";;"432";;;;;
341;Thu  07 Jul 2022 09:10:17 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Anaylsis";"generic analysis";"2022/07/07 11:10 CET";;"431";;;;;
340;Thu  07 Jul 2022 09:07:03 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"VoltageScan";"2022/07/07 10:46 CET";"2022/07/07 11:07 CET";"432";"26";"W5R18";;"PSUB/PWELL";"1";"Default settings: Voltage scan, Low row, manual voltage scan 
eudaq_scan with W5R18 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220707_104606_eudaq_scan.h5 
mpx2_run432_220707104618.raw"
339;Thu  07 Jul 2022 08:57:48 +0000;"Benjamin Schwenker";"Compare Corry and TBSW on Psub/Pwell can on Goe DUT ";"General";"other";;;;;;;;;"
Comparison of efficiency and residuals rms and charge (ToT in LSB) mean for two frameworks (corryvrekan and tbsw) as cross check. 

https://github.com/BenjaminSchwenker/tbsw   (developed before corryvrekan and fully independent of it, originally based on ILCSoft)


The alignment and residuals in tbsw are slightly better. The efficiency comes out very much the same (few permill lower in tbsw). we should scan Psub/Pwell in smaller steps between 1.8 and 2.0
(either thursday or friday)"
338;Thu  07 Jul 2022 08:45:28 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"VoltageScan";"2022/07/07 10:36 CET";"2022/07/07 10:45 CET";"431";"26";"W5R18";;"PSUB/PWELL";"0.5";"Default settings: Voltage scan, Low row, manual voltage scan 
eudaq_scan with W5R18 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220707_103636_eudaq_scan.h5 
mpx2_run431_220707103647.raw"
337;Thu  07 Jul 2022 08:40:19 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Anaylsis";"generic analysis";"2022/07/07 10:40 CET";;"430";;;;;
336;Thu  07 Jul 2022 08:38:38 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Anaylsis";"generic analysis";"2022/07/07 10:38 CET";;"429";;;;;
335;Thu  07 Jul 2022 08:36:50 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Anaylsis";"generic analysis";"2022/07/07 10:36 CET";;"428";;;;;
334;Thu  07 Jul 2022 08:35:42 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"VoltageScan";"2022/07/07 10:14 CET";"2022/07/07 10:35 CET";"430";"26";"W5R18";;"PSUB/PWELL";"1.8";"Default settings: Voltage scan, Low row, manual voltage scan 
eudaq_scan with W5R18 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220707_101440_eudaq_scan.h5 
mpx2_run430_220707101452.raw"
333;Thu  07 Jul 2022 08:33:19 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Anaylsis";"generic analysis";"2022/07/07 10:33 CET";;"426";;;;;
332;Thu  07 Jul 2022 08:31:34 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Anaylsis";"generic analysis";"2022/07/07 10:31 CET";;"425";;;;;
331;Thu  07 Jul 2022 08:30:42 +0000;"Yannik Buch";" Desy TB 2022 Run";"Run";"VoltageScan";;;"429";"26";"W5R18";;"PSUB/PWELL";"4";"Default settings: Voltage scan, Low row 
eudaq_scan with W5R18

The scan went into compliance after about 10 minutes, but should be sufficient to be analyzed"
329;Thu  07 Jul 2022 07:52:49 +0000;"Testbeam Crew";"Desy TB 2022 Run";"Run";"VoltageScan";"2022/07/07 09:11 CET";"2022/07/07 09:32 CET";"427";"26";"W5R18";;"PSUB/PWELL";"2";"Default settings: Voltage scan, Low row 
eudaq_scan with W5R18 
Pixels: 0:448 --> Frontends: Normal FE, Normal FE Casc 
20220707_091145_eudaq_scan.h5 
mpx2_run427_220707091204.raw"
